0295b27e-1768-407f-ac9c-b3dd62e492be,1639-02
0d1dd4cf-d521-4f98-8cae-2ab64d6a8b21,1613-02
0d465758-7015-427c-a92a-1bf5c0da8e2a,1583-05
0ec52331-09fb-4265-b775-e56c7f6f7086,1649-07-11
14991c41-0288-49c0-8d4c-d1fe9e275543,1597
18a6e5bb-e988-4c07-82a4-b05dfd084e6f,1571-09
1a5cb0e627aff65ac1a0e6f6ea024af07359893426bd3dc652e3883f945d2007,1564-04-23
2e337d46-3f2b-4c3e-be8d-99a07124349d,1557
39a47e45-4f68-485a-8922-c12aee92a387,1626
3bf0e895-fc59-4ab6-8def-df047af3315b,1585-01
45f48b8b-0433-4187-9b02-a671f6fb9b92,1558-09
4756e2bb-367f-4b88-967c-7a7220437cd2,1607-06-05
48c475bd62967a2358e6fa45d4b28e25f42a97561b0284889ce63931d1ecdd15,1599-01-01
4a68ba21-cae9-44af-8f0c-c6d2e2515774,1531
4d2fba0f-eca7-43ef-9e80-5e375a2ac96d,1608-09
4d602913-d12d-45c8-b15f-f84e6001f382,1655
4ebd1f3c-5451-408f-ab0d-a7b96cb9a74b,1582-11
57467546-789b-4851-8f0a-e372ba523a4c,1618-02
58896dfc-c04e-4589-8ddb-7d5da309b8b1,1589
5c4e92ad-7429-48ee-baad-79091ebff805,1639-01
68724beb55bd439220e900a98415dbc4f8c3d0ece2a9a6a6ada0fdbde1aca388,1564-04-26
6880c0aa-112c-4ce1-8e08-ea04dbdbf9ef,1556-04
6e749c84-54b5-4109-92cb-4c55868e5634,1537
6f891917-2abf-4148-854b-a61f23bdf02f,1616-04-23
7efda02c-ad11-4442-a827-ca9106cb9e9f,1596
83477eaf-77ae-4d09-b20b-43aec9d6deeb,1612-01
83cea42a-f00d-489d-8309-e6a8db7d12cd,1581-09
882476cf-2604-4990-9ff4-09ff34059b10,1579-04
8b1410a2-2246-4dc3-8ac4-8ec772c15f27,1649
8be00cc1-57f3-417c-b66a-57b3e8c1116f,1574-03
9328e2ee-584f-452a-a129-33ed91f54ff9,1647-04
93b7e2dd-0ef0-4eff-b741-22803f11402a,1601-09-07
93b86f51-6c51-4071-936c-6f9ce580a20e,1607-12
972e3d57-2e37-46d2-a1d6-bce680dfd9b3,1616-11
97ef65a455586b75d5e34157143e12bf55bef12c0821b4f1951540d275c32aaf,1616-04-23
9910f765-7fd8-4454-bb49-ea63d6ddf011,1585-01
9e54b5ff-4fae-4113-be7c-9fa9f2bdcd74,1569-04
a0c36bc1-34fd-4a01-8edb-e43b6fef6e5c,1635-11
a22bb39e-4252-4745-b59e-db7846ce305a,1646-11
a81870f2-8216-4fcb-b155-70169797000b,1608-02
a9d5444e-74e7-43d8-9b78-8c85f874553c,1617-05
b3f0eb18-1683-460f-994a-7907039c99ec,1596-08
b669f1d4-e114-42cd-b802-725bc75056b4,1575
bd74311cbba07f17f858611780b991ccf8a7223e87cb983bc942fc423ed594f8,1623-12-05
bf08727c-82cb-45fa-a590-cccd414758e4,1670-02
c1c941a3-5307-4de5-86f3-388b281e1d27,1616-02-10
cf8ec4e6-0dd2-4bd0-a347-db2b96a6061c,1620-01
d93c1629c354a4bf39392d04ae7cc8a1e46a7945538b14e599b07a8a7d3a5ed0,1592-01-01
dbf4109c-dc7b-41eb-9d1f-154f39c0a444,1566-10
dd19059e-140c-4b1b-b5e9-646c6d030fe6,1490
e9145de8-635e-4891-b4fe-b6309168c3b3,1593
e9ac1c1b-b420-49e7-b102-e17a8311704b,1562-11
eb28b692-d434-4cae-b6d3-2927a942bb8a,1563-04
ebcc1abd-faf3-4623-a4a9-463ce00153ee,1580-04
f0543898-5825-4642-9e16-06fccadedb9c,1556-12
f05bb645-529b-4152-91df-85d66dcfb05d,1662-02
f09bb3df-e57d-43f6-bf8d-d7c96087847c,1558-09
f602d1e5-1720-4839-a36f-0cd615c10ca5,1623-08-06
f986ed02-dfe7-4149-a8b5-b5fe04e9d0f5,1674
